RuleID,Category,Requirement,RequiredInComprehensiveSmoke,RequiredInDeepAcceptance,EvidenceCSV,Operator,Threshold,FailureCode
FSR-0146,Component,"COMP-0107 RF profile separation is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0107),PASS,FULLSTACK:RFprofileseparationFailed
FSR-0147,Component,"COMP-0108 RF reference planes is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0108),PASS,FULLSTACK:RFreferenceplanesFailed
FSR-0148,Component,"COMP-0109 CFO acquisition/tracking is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0109),PASS,FULLSTACK:CFOacquisitiontrackingFailed
FSR-0149,Component,"COMP-0110 Timing acquisition/tracking is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0110),PASS,FULLSTACK:TimingacquisitiontrackingFailed
FSR-0150,Component,"COMP-0111 SCO resampling is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0111),PASS,FULLSTACK:SCOresamplingFailed
FSR-0151,Component,"COMP-0112 Phase noise is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0112),PASS,FULLSTACK:PhasenoiseFailed
FSR-0152,Component,"COMP-0113 IQ imbalance is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0113),PASS,FULLSTACK:IQimbalanceFailed
FSR-0153,Component,"COMP-0114 PA memory and compression is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0114),PASS,FULLSTACK:PAmemoryandcompressionFailed
FSR-0154,Component,"COMP-0115 CFR and DPD is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0115),PASS,FULLSTACK:CFRandDPDFailed
FSR-0155,Component,"COMP-0116 DAC/AGC/ADC is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0116),PASS,FULLSTACK:DACAGCADCFailed
FSR-0156,Component,"COMP-0117 Blocker/intermodulation is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0117),PASS,FULLSTACK:BlockerintermodulationFailed
FSR-0157,Component,"COMP-0118 EVM/ACLR/SEM is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0118),PASS,FULLSTACK:EVMACLRSEMFailed
FSR-0158,Component,"COMP-0119 PUSCH power control is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0119),PASS,FULLSTACK:PUSCHpowercontrolFailed
FSR-0159,Component,"COMP-0120 PUCCH/SRS/PRACH power is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0120),PASS,FULLSTACK:PUCCHSRSPRACHpowerFailed
FSR-0160,Component,"COMP-0121 Noise figure/covariance is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0121),PASS,FULLSTACK:NoisefigurecovarianceFailed
FSR-0161,Component,"COMP-0122 Event-sourced UE context is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0122),PASS,FULLSTACK:EventsourcedUEcontextFailed
FSR-0162,Component,"COMP-0123 DL HARQ entity is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0123),PASS,FULLSTACK:DLHARQentityFailed
FSR-0163,Component,"COMP-0124 UL HARQ entity is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0124),PASS,FULLSTACK:ULHARQentityFailed
FSR-0164,Component,"COMP-0125 ACK NACK DTX codebook is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0125),PASS,FULLSTACK:ACKNACKDTXcodebookFailed
FSR-0165,Component,"COMP-0126 Soft combining provenance is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0126),PASS,FULLSTACK:SoftcombiningprovenanceFailed
FSR-0166,Component,"COMP-0127 K0 K1 K2 service is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0127),PASS,FULLSTACK:K0K1K2serviceFailed
FSR-0167,Component,"COMP-0128 BSR exact tables/state is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0128),PASS,FULLSTACK:BSRexacttablesstateFailed
FSR-0168,Component,"COMP-0129 PHR PCMAX is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0129),PASS,FULLSTACK:PHRPCMAXFailed
FSR-0169,Component,"COMP-0130 Scheduling request is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0130),PASS,FULLSTACK:SchedulingrequestFailed
FSR-0170,Component,"COMP-0131 Logical channel prioritization is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0131),PASS,FULLSTACK:LogicalchannelprioritizationFailed
FSR-0171,Component,"COMP-0132 MAC PDU/CE is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0132),PASS,FULLSTACK:MACPDUCEFailed
FSR-0172,Component,"COMP-0133 Timing advance is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0133),PASS,FULLSTACK:TimingadvanceFailed
FSR-0173,Component,"COMP-0134 Scheduler policies is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0134),PASS,FULLSTACK:SchedulerpoliciesFailed
FSR-0174,Component,"COMP-0135 Atomic grant commit is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0135),PASS,FULLSTACK:AtomicgrantcommitFailed
FSR-0175,Component,"COMP-0136 Packet lineage and conservation is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0136),PASS,FULLSTACK:PacketlineageandconservationFailed
FSR-0176,Component,"COMP-0137 RLC UM 6/12 SN is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0137),PASS,FULLSTACK:RLCUM612SNFailed
FSR-0177,Component,"COMP-0138 RLC AM 12/18 SN is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0138),PASS,FULLSTACK:RLCAM1218SNFailed
FSR-0178,Component,"COMP-0139 RLC STATUS is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0139),PASS,FULLSTACK:RLCSTATUSFailed
FSR-0179,Component,"COMP-0140 PDCP COUNT/HFN is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0140),PASS,FULLSTACK:PDCPCOUNTHFNFailed
FSR-0180,Component,"COMP-0141 PDCP security is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0141),PASS,FULLSTACK:PDCPsecurityFailed
FSR-0181,Component,"COMP-0142 PDCP reordering/duplication is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0142),PASS,FULLSTACK:PDCPreorderingduplicationFailed
FSR-0182,Component,"COMP-0143 SDAP QFI/DRB mapping is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0143),PASS,FULLSTACK:SDAPQFIDRBmappingFailed
FSR-0183,Component,"COMP-0144 RRC ASN.1 messages is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0144),PASS,FULLSTACK:RRCASN1messagesFailed
FSR-0184,Component,"COMP-0145 RRC state/transactions is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0145),PASS,FULLSTACK:RRCstatetransactionsFailed
FSR-0185,Component,"COMP-0146 Atomic radio bearer config is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0146),PASS,FULLSTACK:AtomicradiobearerconfigFailed
FSR-0186,Component,"COMP-0147 Handover procedure is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0147),PASS,FULLSTACK:HandoverprocedureFailed
FSR-0187,Component,"COMP-0148 Traffic generators is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0148),PASS,FULLSTACK:TrafficgeneratorsFailed
FSR-0188,Component,"COMP-0149 PDU set/deadline is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0149),PASS,FULLSTACK:PDUsetdeadlineFailed
FSR-0189,Component,"COMP-0150 Cross-layer lineage is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0150),PASS,FULLSTACK:CrosslayerlineageFailed
FSR-0190,Component,"COMP-0151 End-to-end delivery is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0151),PASS,FULLSTACK:EndtoenddeliveryFailed
FSR-0191,Component,"COMP-0152 Schema-first validation is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0152),PASS,FULLSTACK:SchemafirstvalidationFailed
FSR-0192,Component,"COMP-0153 Point status and stop reason is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0153),PASS,FULLSTACK:PointstatusandstopreasonFailed
FSR-0193,Component,"COMP-0154 Independent oracle registry is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0154),PASS,FULLSTACK:IndependentoracleregistryFailed
FSR-0194,Component,"COMP-0155 Operating-point join is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0155),PASS,FULLSTACK:OperatingpointjoinFailed
FSR-0195,Component,"COMP-0156 Confidence intervals is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0156),PASS,FULLSTACK:ConfidenceintervalsFailed
FSR-0196,Component,"COMP-0157 Provenance DAG is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0157),PASS,FULLSTACK:ProvenanceDAGFailed
FSR-0197,Component,"COMP-0158 Measured SINR gate is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0158),PASS,FULLSTACK:MeasuredSINRgateFailed
FSR-0198,Component,"COMP-0159 Deterministic merge is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0159),PASS,FULLSTACK:DeterministicmergeFailed
FSR-0199,Component,"COMP-0160 Artifact completeness is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0160),PASS,FULLSTACK:ArtifactcompletenessFailed
FSR-0200,Component,"COMP-0161 WebGUI launch and config binding is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0161),PASS,FULLSTACK:WebGUIlaunchandconfigbindingFailed
FSR-0201,Component,"COMP-0162 WebGUI result publication is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0162),PASS,FULLSTACK:WebGUIresultpublicationFailed
FSR-0202,Component,"COMP-0163 Full regression is executed, evidenced and correct.",true,true,full_stack_component_coverage_results.csv,STATUS(COMP-0163),PASS,FULLSTACK:FullregressionFailed
FSR-0203,ValueCorrectness,VALCHK-0001 Configuration value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0001),PASS,FULLSTACK:ExecutedYAMLMismatch
FSR-0204,ValueCorrectness,VALCHK-0002 Configuration value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0002),PASS,FULLSTACK:UnknownYAMLKeys
FSR-0205,ValueCorrectness,VALCHK-0003 Configuration value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0003),PASS,FULLSTACK:DroppedYAMLKeys
FSR-0206,ValueCorrectness,VALCHK-0004 Toolchain value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0004),PASS,FULLSTACK:RunExitNonzero
FSR-0207,ValueCorrectness,VALCHK-0005 Frame value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0005),PASS,FULLSTACK:NumerologyMismatch
FSR-0208,ValueCorrectness,VALCHK-0006 Frame value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0006),PASS,FULLSTACK:TDDOwnership
FSR-0209,ValueCorrectness,VALCHK-0007 Frame value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0007),PASS,FULLSTACK:ResourceCollision
FSR-0210,ValueCorrectness,VALCHK-0008 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0008),PASS,FULLSTACK:DLWaveformRoundtrip
FSR-0211,ValueCorrectness,VALCHK-0009 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0009),PASS,FULLSTACK:ULWaveformRoundtrip
FSR-0212,ValueCorrectness,VALCHK-0010 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0010),PASS,FULLSTACK:Parseval
FSR-0213,ValueCorrectness,VALCHK-0011 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0011),PASS,FULLSTACK:StreamContinuity
FSR-0214,ValueCorrectness,VALCHK-0012 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0012),PASS,FULLSTACK:DFTSpread
FSR-0215,ValueCorrectness,VALCHK-0013 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0013),PASS,FULLSTACK:WaveformPower
FSR-0216,ValueCorrectness,VALCHK-0014 Waveform value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0014),PASS,FULLSTACK:PAPRNonfinite
FSR-0217,ValueCorrectness,VALCHK-0015 DL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0015),PASS,FULLSTACK:DLMeasuredSINR
FSR-0218,ValueCorrectness,VALCHK-0016 DL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0016),PASS,FULLSTACK:DLBLERRange
FSR-0219,ValueCorrectness,VALCHK-0017 DL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0017),PASS,FULLSTACK:DLBLERDirection
FSR-0220,ValueCorrectness,VALCHK-0018 DL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0018),PASS,FULLSTACK:DLNoHighSNRSuccess
FSR-0221,ValueCorrectness,VALCHK-0019 UL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0019),PASS,FULLSTACK:ULMeasuredSINR
FSR-0222,ValueCorrectness,VALCHK-0020 UL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0020),PASS,FULLSTACK:ULBLERRange
FSR-0223,ValueCorrectness,VALCHK-0021 UL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0021),PASS,FULLSTACK:ULBLERDirection
FSR-0224,ValueCorrectness,VALCHK-0022 UL Fixed Sweep value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0022),PASS,FULLSTACK:ULNoHighSNRSuccess
FSR-0225,ValueCorrectness,VALCHK-0023 Initial Access value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0023),PASS,FULLSTACK:UEState
FSR-0226,ValueCorrectness,VALCHK-0024 Initial Access value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0024),PASS,FULLSTACK:GNBState
FSR-0227,ValueCorrectness,VALCHK-0025 Initial Access value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0025),PASS,FULLSTACK:RRCSetupComplete
FSR-0228,ValueCorrectness,VALCHK-0026 PDCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0026),PASS,FULLSTACK:PDCCHOracleLeak
FSR-0229,ValueCorrectness,VALCHK-0027 PDCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0027),PASS,FULLSTACK:InvalidDCIGrant
FSR-0230,ValueCorrectness,VALCHK-0028 PDCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0028),PASS,FULLSTACK:PDCCHFalseGrant
FSR-0231,ValueCorrectness,VALCHK-0029 PDSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0029),PASS,FULLSTACK:ConfiguredDLGrant
FSR-0232,ValueCorrectness,VALCHK-0030 PDSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0030),PASS,FULLSTACK:PDSCHDMRS
FSR-0233,ValueCorrectness,VALCHK-0031 PDSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0031),PASS,FULLSTACK:PDSCHPTRS
FSR-0234,ValueCorrectness,VALCHK-0032 PDSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0032),PASS,FULLSTACK:DLSCHCoding
FSR-0235,ValueCorrectness,VALCHK-0033 PDSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0033),PASS,FULLSTACK:DLPrecoderMismatch
FSR-0236,ValueCorrectness,VALCHK-0034 PUSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0034),PASS,FULLSTACK:InvalidULGrant
FSR-0237,ValueCorrectness,VALCHK-0035 PUSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0035),PASS,FULLSTACK:PUSCHUCIMismatch
FSR-0238,ValueCorrectness,VALCHK-0036 PUSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0036),PASS,FULLSTACK:PUSCHDMRS
FSR-0239,ValueCorrectness,VALCHK-0037 PUSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0037),PASS,FULLSTACK:PUSCHHopping
FSR-0240,ValueCorrectness,VALCHK-0038 PUSCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0038),PASS,FULLSTACK:ULPrecoderMismatch
FSR-0241,ValueCorrectness,VALCHK-0039 PUCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0039),PASS,FULLSTACK:PUCCHFormats
FSR-0242,ValueCorrectness,VALCHK-0040 PUCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0040),PASS,FULLSTACK:PUCCHUCIMismatch
FSR-0243,ValueCorrectness,VALCHK-0041 PUCCH value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0041),PASS,FULLSTACK:PUCCHTiming
FSR-0244,ValueCorrectness,VALCHK-0042 Reference Signals value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0042),PASS,FULLSTACK:RSCollision
FSR-0245,ValueCorrectness,VALCHK-0043 Measurements value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0043),PASS,FULLSTACK:ConfiguredMeasurement
FSR-0246,ValueCorrectness,VALCHK-0044 Measurements value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0044),PASS,FULLSTACK:MeasurementNonfinite
FSR-0247,ValueCorrectness,VALCHK-0045 Tracking value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0045),PASS,FULLSTACK:TrackingNotApplied
FSR-0248,ValueCorrectness,VALCHK-0046 CSI value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0046),PASS,FULLSTACK:CSIReportMismatch
FSR-0249,ValueCorrectness,VALCHK-0047 Link Adaptation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0047),PASS,FULLSTACK:ConfiguredMCSAuthority
FSR-0250,ValueCorrectness,VALCHK-0048 Link Adaptation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0048),PASS,FULLSTACK:CalibrationFallback
FSR-0251,ValueCorrectness,VALCHK-0049 OLLA value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0049),PASS,FULLSTACK:OLLAStateLeak
FSR-0252,ValueCorrectness,VALCHK-0050 Antenna value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0050),PASS,FULLSTACK:ArrayResponse
FSR-0253,ValueCorrectness,VALCHK-0051 MIMO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0051),PASS,FULLSTACK:MIMOPrecoder
FSR-0254,ValueCorrectness,VALCHK-0052 MIMO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0052),PASS,FULLSTACK:RankCollapse
FSR-0255,ValueCorrectness,VALCHK-0053 MIMO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0053),PASS,FULLSTACK:InvalidIRC
FSR-0256,ValueCorrectness,VALCHK-0054 MU-MIMO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0054),PASS,FULLSTACK:MUMIMOAccounting
FSR-0257,ValueCorrectness,VALCHK-0055 Beam Management value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0055),PASS,FULLSTACK:BeamOracle
FSR-0258,ValueCorrectness,VALCHK-0056 Beam Management value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0056),PASS,FULLSTACK:TCINotApplied
FSR-0259,ValueCorrectness,VALCHK-0057 Geometry value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0057),PASS,FULLSTACK:GeometryBackfill
FSR-0260,ValueCorrectness,VALCHK-0058 Geometry value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0058),PASS,FULLSTACK:PropagationDelay
FSR-0261,ValueCorrectness,VALCHK-0059 Mobility value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0059),PASS,FULLSTACK:DopplerSign
FSR-0262,ValueCorrectness,VALCHK-0060 Mobility value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0060),PASS,FULLSTACK:PhaseContinuity
FSR-0263,ValueCorrectness,VALCHK-0061 Channel LOS value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0061),PASS,FULLSTACK:Pathloss
FSR-0264,ValueCorrectness,VALCHK-0062 Channel NLOS value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0062),PASS,FULLSTACK:NLOSNotExercised
FSR-0265,ValueCorrectness,VALCHK-0063 O2I value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0063),PASS,FULLSTACK:O2INotExercised
FSR-0266,ValueCorrectness,VALCHK-0064 Blockage value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0064),PASS,FULLSTACK:BlockageNotExercised
FSR-0267,ValueCorrectness,VALCHK-0065 Interference value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0065),PASS,FULLSTACK:InterferenceSum
FSR-0268,ValueCorrectness,VALCHK-0066 Interference value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0066),PASS,FULLSTACK:CovarianceMismatch
FSR-0269,ValueCorrectness,VALCHK-0067 Power value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0067),PASS,FULLSTACK:ChannelPower
FSR-0270,ValueCorrectness,VALCHK-0068 RF CFO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0068),PASS,FULLSTACK:CFOTracking
FSR-0271,ValueCorrectness,VALCHK-0069 RF Timing value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0069),PASS,FULLSTACK:TimingTracking
FSR-0272,ValueCorrectness,VALCHK-0070 RF SCO value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0070),PASS,FULLSTACK:SCOCount
FSR-0273,ValueCorrectness,VALCHK-0071 RF Phase Noise value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0071),PASS,FULLSTACK:PhaseNoiseMask
FSR-0274,ValueCorrectness,VALCHK-0072 RF IQ value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0072),PASS,FULLSTACK:IQCompensation
FSR-0275,ValueCorrectness,VALCHK-0073 RF PA value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0073),PASS,FULLSTACK:PAPowerRestored
FSR-0276,ValueCorrectness,VALCHK-0074 RF DPD value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0074),PASS,FULLSTACK:DPDNoGain
FSR-0277,ValueCorrectness,VALCHK-0075 RF Quantizer value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0075),PASS,FULLSTACK:ImplicitAGC
FSR-0278,ValueCorrectness,VALCHK-0076 RF Blocker value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0076),PASS,FULLSTACK:BlockerNotApplied
FSR-0279,ValueCorrectness,VALCHK-0077 UL Power value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0077),PASS,FULLSTACK:ULPowerMismatch
FSR-0280,ValueCorrectness,VALCHK-0078 UL Power value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0078),PASS,FULLSTACK:ConfiguredPathloss
FSR-0281,ValueCorrectness,VALCHK-0079 HARQ value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0079),PASS,FULLSTACK:HARQIdentity
FSR-0282,ValueCorrectness,VALCHK-0080 HARQ value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0080),PASS,FULLSTACK:SoftCombine
FSR-0283,ValueCorrectness,VALCHK-0081 Timing value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0081),PASS,FULLSTACK:MACTiming
FSR-0284,ValueCorrectness,VALCHK-0082 BSR value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0082),PASS,FULLSTACK:BSRTable
FSR-0285,ValueCorrectness,VALCHK-0083 PHR value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0083),PASS,FULLSTACK:PHRMapping
FSR-0286,ValueCorrectness,VALCHK-0084 TA value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0084),PASS,FULLSTACK:TimingAdvance
FSR-0287,ValueCorrectness,VALCHK-0085 Scheduler value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0085),PASS,FULLSTACK:IllegalSchedulerGrant
FSR-0288,ValueCorrectness,VALCHK-0086 MAC PDU value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0086),PASS,FULLSTACK:MACPDU
FSR-0289,ValueCorrectness,VALCHK-0087 RLC value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0087),PASS,FULLSTACK:RLCMismatch
FSR-0290,ValueCorrectness,VALCHK-0088 PDCP value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0088),PASS,FULLSTACK:PDCPCount
FSR-0291,ValueCorrectness,VALCHK-0089 PDCP Security value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0089),PASS,FULLSTACK:PDCPSecurity
