issue_id,severity,issue_status,issue_category,direction,ue_id,cell_id,block_name,metric_name,observed_value,expected_or_policy,evidence_artifact_ref,root_cause_hint,fix_plan,analytics_visible_flag,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,timestamp_sim_ms,frame,slot,symbol,site_id,sector_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
"dl_mcs_above_cqi_105","high","REVIEW_REQUIRED","link_adaptation","DL",19,1,"scheduler/link_adaptation","MCSIndex","MCS=22;CQIDerivedMCS=6","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_110","high","REVIEW_REQUIRED","link_adaptation","DL",10,2,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=24","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_111","high","REVIEW_REQUIRED","link_adaptation","DL",35,2,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=11","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_118","high","REVIEW_REQUIRED","link_adaptation","DL",2,3,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=6","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_119","high","REVIEW_REQUIRED","link_adaptation","DL",15,3,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=6","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_120","high","REVIEW_REQUIRED","link_adaptation","DL",23,3,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=6","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_128","high","REVIEW_REQUIRED","link_adaptation","DL",34,4,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=11","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_129","high","REVIEW_REQUIRED","link_adaptation","DL",42,4,"scheduler/link_adaptation","MCSIndex","MCS=22;CQIDerivedMCS=0","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_138","high","REVIEW_REQUIRED","link_adaptation","DL",39,5,"scheduler/link_adaptation","MCSIndex","MCS=26;CQIDerivedMCS=8","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_139","high","REVIEW_REQUIRED","link_adaptation","DL",7,5,"scheduler/link_adaptation","MCSIndex","MCS=22;CQIDerivedMCS=0","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"dl_mcs_above_cqi_142","high","REVIEW_REQUIRED","link_adaptation","DL",11,5,"scheduler/link_adaptation","MCSIndex","MCS=4;CQIDerivedMCS=0","AMC mode should not exceed CQI-derived MCS without explicit, sourced override","air_interface/csv/dl_pdsch_trials.csv","Selected MCS is higher than CQI-derived MCS","Verify fixed-vs-AMC config, CQI source lineage, and scheduler MCS selection for this row.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
"pucch_grants_without_trial_rows","medium","PARTIAL","control_channel_runtime","UL",NaN,NaN,"PUCCH","runtime_trial_rows","246","Every scheduled PUCCH feedback grant needs a consumed trial row or an explicit unavailable reason","packet_flow/csv/live_pucch_grants.csv","PUCCH grant stream exists but PUCCH trial stream is empty","Connect due-feedback processing to PUCCH trial export, or write an explicit unavailable state with owner and reason.",1,1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.truth.exportLLSOutputCoverageArtifacts/localBuildResultIssueRegistry","review_required","derived_issue_registry","reports/csv/result_issue_registry.csv","not_applicable",1,1
